clean_message,sentiment
very weak explanation,Negative
this shows lack of understanding,Negative
i am not convinced by this,Negative
this is incorrect guidance,Negative
this does not work in practice,Negative
very unsatisfactory reply,Negative
this misses important points,Negative
this is badly handled,Negative
i feel frustrated reading this,Negative
this solution is flawed,Negative
this answer is misleading,Negative
very poor explanation overall,Negative
this does not help beginners,Negative
this approach is wrong,Negative
this response lacks depth,Negative
this is confusing and unclear,Negative
i am disappointed with this answer,Negative
this does not explain properly,Negative
this reply is not useful,Negative
very careless explanation,Negative
this lacks proper detail,Negative
this is not the right method,Negative
i expected a better answer,Negative
this response is shallow,Negative
this creates misunderstanding,Negative
this is not correct approach,Negative
very disappointing guidance,Negative
this answer lacks clarity,Negative
this explanation is weak,Negative
this solution does not work,Negative
this response is confusing,Negative
this is not useful information,Negative
very low quality response,Negative
this is poorly answered,Negative
this does not meet expectations,Negative
this advice is misleading,Negative
this is frustrating to follow,Negative
this explanation is unclear,Negative
this is not helpful guidance,Negative
this response feels rushed,Negative
this solution is incorrect,Negative
this lacks logical flow,Negative
this explanation is incomplete,Negative
this is not acceptable,Negative
very disappointing reply,Negative
this answer is weak,Negative
this does not solve anything,Negative
this guidance is wrong,Negative
this response is poor,Negative
this explanation lacks detail,Negative
this is confusing advice,Negative
this does not help at all,Negative
very unsatisfactory explanation,Negative
this is badly explained,Negative
this response is misleading,Negative
this does not clarify the issue,Negative
this explanation is not enough,Negative
this solution is poor,Negative
this response is unacceptable,Negative
this lacks proper explanation,Negative
this is disappointing content,Negative
this advice does not work,Negative
this response is low effort,Negative
this explanation is bad,Negative
this does not answer the question,Negative
this is incorrect explanation,Negative
very poor quality answer,Negative
this guidance is not correct,Negative
this explanation is confusing,Negative
this solution is wrong,Negative
this response is unclear,Negative
this does not make sense,Negative
this advice is poor,Negative
this is not useful answer,Negative
very disappointing solution,Negative
this response is not helpful,Negative
this explanation is careless,Negative
this solution is misleading,Negative
this is frustrating explanation,Negative
this advice is incorrect,Negative
this response is shallow,Negative
this does not work properly,Negative
this explanation is wrong,Negative
this solution is confusing,Negative
this response is weak,Negative
this advice lacks clarity,Negative
this explanation is unsatisfactory,Negative
this solution does not help,Negative
this response is disappointing,Negative
this advice is not useful,Negative
this explanation is misleading,Negative
this is poorly done,Negative
this solution is unacceptable,Negative
this response is badly written,Negative
this does not explain anything,Negative
this advice is not clear,Negative
this explanation is low quality,Negative
this solution is not correct,Negative
this response is frustrating,Negative
this advice does not solve issue,Negative
this explanation is poor,Negative
this solution is weak,Negative
this response lacks explanation,Negative
this advice is disappointing,Negative
this explanation does not help,Negative
this solution is not helpful,Negative
this response is confusing to read,Negative
this advice is misleading,Negative
this explanation is not clear enough,Negative
this solution fails,Negative
this response is not good,Negative
this advice is unacceptable,Negative
this explanation is not useful,Negative
this solution is not effective,Negative
this response is badly structured,Negative
this advice is wrong approach,Negative
this explanation is frustrating,Negative
this solution does not work well,Negative
this response is poorly written,Negative
this advice is weak,Negative
this explanation lacks depth,Negative
this solution is ineffective,Negative
this response is confusing and poor,Negative
this advice does not help users,Negative
this explanation is insufficient,Negative
this solution is disappointing,Negative
this response is low quality,Negative
this advice is not reliable,Negative
this explanation is bad quality,Negative
this solution is not acceptable,Negative
this response is misleading information,Negative
this advice is confusing,Negative
this explanation does not clarify,Negative
this solution is not proper,Negative
this response is unsatisfactory,Negative
this advice is poorly explained,Negative
this explanation is not convincing,Negative
this solution is wrong approach,Negative
this response is not professional,Negative
this advice lacks detail,Negative
this explanation is incorrect,Negative
this solution is not good,Negative
this response is careless,Negative
this advice does not work,Negative
this explanation is weak quality,Negative
this solution is poorly designed,Negative
this response is unacceptable quality,Negative
this advice is not effective,Negative
this explanation is disappointing,Negative
this solution is misleading guidance,Negative
this response is not reliable,Negative
this advice is not suitable,Negative
this explanation is shallow,Negative
this solution is flawed,Negative
this response is not correct,Negative
this advice does not help much,Negative
this explanation is lacking,Negative
this solution is problematic,Negative
this response is badly handled,Negative
this advice is confusing and weak,Negative
this explanation is frustrating to read,Negative
this solution is not clear,Negative
this response is very poor,Negative
this advice is incorrect guidance,Negative
this explanation does not work,Negative
this solution is not satisfactory,Negative
this response is disappointing quality,Negative
this advice is not accurate,Negative
this explanation is unclear and weak,Negative
this solution is poor quality,Negative
this response is badly explained,Negative
this discussion is very disappointing,Negative
no clarity in this explanation,Negative
this response did not help me at all,Negative
very poor handling of the topic,Negative
this message is confusing,Negative
i expected more useful guidance,Negative
this explanation wasted my time,Negative
this solution is badly thought out,Negative
this answer is not convincing,Negative
very careless reply,Negative
this does not explain the concept,Negative
this advice caused confusion,Negative
this response feels incomplete,Negative
this explanation lacks examples,Negative
this is not beginner friendly,Negative
very weak explanation overall,Negative
this reply is not informative,Negative
this guidance is misleading,Negative
this answer is poorly framed,Negative
this does not resolve the issue,Negative
this explanation is unclear and confusing,Negative
this response shows poor understanding,Negative
this solution does not apply here,Negative
this advice is not practical,Negative
this explanation is vague,Negative
this response is disappointing to read,Negative
this answer does not help users,Negative
very low quality guidance,Negative
this explanation is hard to follow,Negative
this solution lacks logic,Negative
this response does not make sense,Negative
this advice is poorly structured,Negative
this explanation feels rushed,Negative
this answer is not satisfactory,Negative
this solution is incomplete,Negative
this response is misleading and unclear,Negative
this advice is not appropriate,Negative
this explanation is weak and vague,Negative
this solution does not solve problem,Negative
this response is not detailed enough,Negative
this advice is not correct here,Negative
this explanation misses key points,Negative
this answer is disappointing quality,Negative
this solution is confusing to apply,Negative
this response is not well explained,Negative
this advice fails to help,Negative
this explanation is poorly organized,Negative
this solution is incorrect approach,Negative
this response is shallow and weak,Negative
this advice is misleading users,Negative
this explanation is not effective,Negative
this solution is badly explained,Negative
this response is not reliable guidance,Negative
this advice does not clarify anything,Negative
this explanation lacks substance,Negative
this solution does not work properly,Negative
this response is confusing and vague,Negative
this advice is not useful for learning,Negative
this explanation is disappointing,Negative
this solution has many issues,Negative
this response is not clear enough,Negative
this advice is incorrect and misleading,Negative
this explanation is hard to understand,Negative
this solution does not address problem,Negative
this response is weakly written,Negative
this advice is not helpful for beginners,Negative
this explanation is insufficient,Negative
this solution is problematic,Negative
this response is misleading advice,Negative
this advice does not add value,Negative
this explanation lacks clarity and depth,Negative
this solution is not suitable,Negative
this response is poorly constructed,Negative
this advice is wrong for this case,Negative
this explanation is incomplete and weak,Negative
this solution is ineffective,Negative
this response is not accurate,Negative
this advice causes confusion,Negative
this explanation is poorly detailed,Negative
this solution is not useful,Negative
this response is badly structured,Negative
this advice does not solve the issue,Negative
this explanation is unclear and shallow,Negative
this solution is not convincing,Negative
this response lacks clarity,Negative
this advice is not relevant,Negative
this explanation is misleading and weak,Negative
this solution does not help users,Negative
this response is not informative enough,Negative
this advice is confusing and wrong,Negative
this explanation is unsatisfactory,Negative
this solution is flawed and weak,Negative
this response does not guide properly,Negative
this advice is not clear or helpful,Negative
this explanation is poorly explained,Negative
this solution is not appropriate here,Negative
this response is disappointing and weak,Negative
this advice does not improve understanding,Negative
this explanation is confusing and poor,Negative
this solution is badly handled,Negative
this response is not well thought out,Negative
this advice is ineffective guidance,Negative
this explanation lacks proper structure,Negative
this solution does not perform well,Negative
this response is misleading and poor,Negative
this advice is not acceptable,Negative
this explanation is weak quality,Negative
this solution is not reliable,Negative
this response is poorly reasoned,Negative
this advice does not work in practice,Negative
this explanation is not detailed,Negative
this solution is disappointing result,Negative
this response is confusing explanation,Negative
this advice is misleading approach,Negative
this explanation is not strong enough,Negative
this solution is badly designed,Negative
this response is not useful at all,Negative
this advice is poorly written,Negative
this explanation is incomplete explanation,Negative
this solution does not meet expectations,Negative
this response is unclear guidance,Negative
this advice is not convincing,Negative
this explanation is badly presented,Negative
this solution is not effective solution,Negative
this response is confusing and unclear,Negative
this advice is incorrect approach,Negative
this explanation is poor explanation,Negative
this solution does not satisfy needs,Negative
this response is misleading content,Negative
this advice is not suitable for users,Negative
this explanation lacks useful detail,Negative
this solution is not practical,Negative
this response is badly communicated,Negative
this advice does not guide properly,Negative
this explanation is weak explanation,Negative
this solution is not appropriate solution,Negative
this response is low quality explanation,Negative
this advice is confusing guidance,Negative
this explanation is poorly framed explanation,Negative
this solution does not deliver results,Negative
this response is unsatisfactory response,Negative
this advice is not helpful advice,Negative
this explanation is disappointing explanation,Negative
this solution is not clear solution,Negative
this response is misleading explanation,Negative
this advice is not effective guidance,Negative
this explanation is insufficient explanation,Negative
this solution is not correct solution,Negative
this response is confusing response,Negative
this advice is weak guidance,Negative
this explanation is poorly organized explanation,Negative
this solution does not solve issue properly,Negative
this response is bad explanation,Negative
this advice is misleading advice,Negative
this explanation is not understandable,Negative
this solution is unacceptable solution,Negative
this response is poor guidance,Negative
this advice is not logical,Negative
this explanation is not structured well,Negative
this solution is disappointing solution,Negative
this response is confusing and weak explanation,Negative
this advice is incorrect advice,Negative
this explanation is not clear explanation,Negative
this solution is flawed solution,Negative
this response is not satisfying,Negative
this advice is not appropriate guidance,Negative
this explanation is misleading explanation,Negative
this solution is not helpful solution,Negative
this response is weak response,Negative
this advice is not useful guidance,Negative
this explanation is poor quality explanation,Negative
this solution is wrong solution,Negative
this response is not reliable response,Negative
this advice is ineffective advice,Negative
this explanation is shallow explanation,Negative
this solution is badly planned,Negative
this response is not acceptable response,Negative
this advice is confusing and misleading,Negative
this explanation is poorly written explanation,Negative
this solution does not help properly,Negative
this response is disappointing explanation,Negative
this advice is not strong enough,Negative
this explanation is incorrect explanation,Negative
this solution is low quality solution,Negative
this response is not proper response,Negative
this advice is badly explained advice,Negative
this explanation is not convincing explanation,Negative
this solution is not reliable solution,Negative
this response is confusing content,Negative
this advice is not correct guidance,Negative
this explanation is badly structured explanation,Negative
this solution is not good solution,Negative
this response is weak explanation,Negative
